"K" "lambda" "c" "fitness"
"486" 950 1.5 -2 0.836429646813316
"487" 950 1.5 -2 0.836429646813316
"488" 950 1.5 -2 0.836429646813316
"489" 950 1.5 -2 0.836429646813316
"490" 950 1.5 -2 0.836429646813316
"491" 950 1.5 -2 0.836429646813316
"492" 950 1.5 -2 0.836429646813316
"493" 950 1.5 -2 0.836429646813316
"494" 950 1.5 -2 0.836429646813316
"495" 950 1.5 -2 0.836429646813316
"496" 950 1.5 -2 0.836429646813316
"497" 950 1.5 -2 0.836429646813316
"498" 950 1.5 -2 0.836429646813316
"499" 950 1.5 -2 0.836429646813316
"500" 950 1.5 -2 0.836429646813316
"501" 950 1.5 -2 0.836429646813316
"502" 950 1.5 -2 0.836429646813316
"503" 950 1.5 -2 0.836429646813316
"504" 950 1.5 -2 0.836429646813316
"505" 950 1.5 -2 0.836429646813316
"506" 950 1.5 -2 0.836429646813316
"507" 950 1.5 -2 0.836429646813316
"508" 950 1.5 -2 0.836429646813316
"509" 950 1.5 -2 0.836429646813316
"510" 950 1.5 -2 0.836429646813316
"511" 950 1.5 -2 0.836429646813316
"512" 950 1.5 -2 0.836429646813316
"513" 950 1.5 -2 0.836429646813316
"514" 950 1.5 -2 0.836429646813316
"515" 950 1.5 -2 0.836429646813316
"516" 950 1.5 -2 0.836429646813316
"517" 950 1.5 -2 0.836429646813316
"518" 950 1.5 -2 0.836429646813316
"519" 950 1.5 -2 0.836429646813316
"520" 950 1.5 -2 0.836429646813316
"521" 950 1.5 -2 0.836429646813316
"522" 950 1.5 -2 0.836429646813316
"523" 950 1.5 -2 0.836429646813316
"524" 950 1.5 -2 0.836429646813316
"525" 950 1.5 -2 0.836429646813316
"526" 950 1.5 -2 0.836429646813316
"527" 950 1.5 -2 0.836429646813316
"528" 950 1.5 -2 0.836429646813316
"529" 950 1.5 -2 0.836429646813316
"530" 950 1.5 -2 0.836429646813316
"531" 950 1.5 -2 0.836429646813316
"532" 950 1.5 -2 0.836429646813316
"533" 950 1.5 -2 0.836429646813316
"534" 950 1.5 -2 0.836429646813316
"535" 950 1.5 -2 0.836429646813316
"536" 950 1.5 -2 0.836429646813316
"537" 950 1.5 -2 0.836429646813316
"538" 950 1.5 -2 0.836429646813316
"539" 950 1.5 -2 0.836429646813316
"540" 950 1.5 -2 0.836429646813316
"541" 950 1.5 -2 0.836429646813316
"542" 950 1.5 -2 0.836429646813316
"543" 950 1.5 -2 0.836429646813316
"544" 950 1.5 -2 0.836429646813316
"545" 950 1.5 -2 0.836429646813316
"546" 950 1.5 -2 0.836429646813316
"547" 950 1.5 -2 0.836429646813316
"548" 950 1.5 -2 0.836429646813316
"549" 950 1.5 -2 0.836429646813316
"550" 950 1.5 -2 0.836429646813316
"551" 950 1.5 -2 0.836429646813316
"552" 950 1.5 -2 0.836429646813316
"553" 950 1.5 -2 0.836429646813316
"554" 950 1.5 -2 0.836429646813316
"555" 950 1.5 -2 0.836429646813316
"556" 950 1.5 -2 0.836429646813316
"557" 950 1.5 -2 0.836429646813316
"558" 950 1.5 -2 0.836429646813316
"559" 950 1.5 -2 0.836429646813316
"560" 950 1.5 -2 0.836429646813316
"561" 950 1.5 -2 0.836429646813316
"562" 950 1.5 -2 0.836429646813316
"563" 950 1.5 -2 0.836429646813316
"564" 950 1.5 -2 0.836429646813316
"565" 950 1.5 -2 0.836429646813316
"566" 950 1.5 -2 0.836429646813316
"567" 950 1.5 -2 0.836429646813316
"568" 950 1.5 -2 0.836429646813316
"569" 950 1.5 -2 0.836429646813316
"570" 950 1.5 -2 0.836429646813316
"571" 950 1.5 -2 0.836429646813316
"572" 950 1.5 -2 0.836429646813316
"573" 950 1.5 -2 0.836429646813316
"574" 950 1.5 -2 0.836429646813316
"575" 950 1.5 -2 0.836429646813316
"576" 950 1.5 -2 0.836429646813316
"577" 950 1.5 -2 0.836429646813316
"578" 950 1.5 -2 0.836429646813316
"579" 950 1.5 -2 0.836429646813316
"580" 950 1.5 -2 0.836429646813316
"581" 950 1.5 -2 0.836429646813316
"582" 950 1.5 -2 0.836429646813316
"583" 950 1.5 -2 0.836429646813316
"584" 950 1.5 -2 0.836429646813316
"585" 950 1.5 -2 0.836429646813316
"586" 950 1.5 -2 0.836429646813316
"587" 950 1.5 -2 0.836429646813316
"588" 950 1.5 -2 0.836429646813316
"589" 950 1.5 -2 0.836429646813316
"590" 950 1.5 -2 0.836429646813316
"591" 950 1.5 -2 0.836429646813316
"592" 950 1.5 -2 0.836429646813316
"593" 950 1.5 -2 0.836429646813316
"594" 950 1.5 -2 0.836429646813316
"595" 950 1.5 -2 0.836429646813316
"596" 950 1.5 -2 0.836429646813316
"597" 950 1.5 -2 0.836429646813316
"598" 950 1.5 -2 0.836429646813316
"599" 950 1.5 -2 0.836429646813316
"600" 950 1.5 -2 0.836429646813316
"601" 950 1.5 -2 0.836429646813316
"602" 950 1.5 -2 0.836429646813316
"603" 950 1.5 -2 0.836429646813316
"604" 950 1.5 -2 0.836429646813316
"605" 950 1.5 -2 0.836429646813316
"606" 950 1.5 -2 0.836429646813316
"607" 950 1.5 -2 0.836429646813316
"608" 950 1.5 -2 0.836429646813316
"609" 950 1.5 -2 0.836429646813316
"610" 950 1.5 -2 0.836429646813316
"611" 950 1.5 -2 0.836429646813316
"612" 950 1.5 -2 0.836429646813316
"613" 950 1.5 -2 0.836429646813316
"614" 950 1.5 -2 0.836429646813316
"615" 950 1.5 -2 0.836429646813316
"616" 950 1.5 -2 0.836429646813316
"617" 950 1.5 -2 0.836429646813316
"618" 950 1.5 -2 0.836429646813316
"619" 950 1.5 -2 0.836429646813316
"620" 950 1.5 -2 0.836429646813316
"621" 950 1.5 -2 0.836429646813316
"622" 950 1.5 -2 0.836429646813316
"623" 950 1.5 -2 0.836429646813316
"624" 950 1.5 -2 0.836429646813316
"625" 950 1.5 -2 0.836429646813316
"626" 950 1.5 -2 0.836429646813316
"627" 950 1.5 -2 0.836429646813316
"628" 950 1.5 -2 0.836429646813316
"629" 950 1.5 -2 0.836429646813316
"630" 950 1.5 -2 0.836429646813316
"631" 950 1.5 -2 0.836429646813316
"632" 950 1.5 -2 0.836429646813316
"633" 950 1.5 -2 0.836429646813316
"634" 950 1.5 -2 0.836429646813316
"635" 950 1.5 -2 0.836429646813316
"636" 950 1.5 -2 0.836429646813316
"637" 950 1.5 -2 0.836429646813316
"638" 950 1.5 -2 0.836429646813316
"639" 950 1.5 -2 0.836429646813316
"640" 950 1.5 -2 0.836429646813316
"641" 950 1.5 -2 0.836429646813316
"642" 950 1.5 -2 0.836429646813316
"643" 950 1.5 -2 0.836429646813316
"644" 950 1.5 -2 0.836429646813316
"645" 950 1.5 -2 0.836429646813316
"646" 950 1.5 -2 0.836429646813316
"647" 950 1.5 -2 0.836429646813316
"648" 950 1.5 -2 0.836429646813316
"649" 950 1.5 -2 0.836429646813316
"650" 950 1.5 -2 0.836429646813316
"651" 950 1.5 -2 0.836429646813316
"652" 950 1.5 -2 0.836429646813316
"653" 950 1.5 -2 0.836429646813316
"654" 950 1.5 -2 0.836429646813316
"655" 950 1.5 -2 0.836429646813316
"656" 950 1.5 -2 0.836429646813316
"657" 950 1.5 -2 0.836429646813316
"658" 950 1.5 -2 0.836429646813316
"659" 950 1.5 -2 0.836429646813316
"660" 950 1.5 -2 0.836429646813316
"661" 950 1.5 -2 0.836429646813316
"662" 950 1.5 -2 0.836429646813316
"663" 950 1.5 -2 0.836429646813316
"664" 950 1.5 -2 0.836429646813316
